rgvX,rgvY,Time
8.491127014160156,16.841245651245117,117.194
8.50106143951416,16.791080474853516,117.286
8.521686553955078,16.724031448364258,117.368
8.363868713378906,16.84784507751465,117.469
8.385126113891602,16.786035537719727,117.561
8.405289649963379,16.713788986206055,117.673
8.210848808288574,16.82102394104004,117.758
8.215719223022461,16.765146255493164,117.856
8.061261177062988,16.881282806396484,117.951
8.056262969970703,16.828054428100586,118.056
8.041648864746094,16.68380355834961,118.154
7.860284805297852,16.94145965576172,118.246
7.6539106369018555,16.58321762084961,118.366
7.665800094604492,17.109237670898438,118.462
7.377474308013916,16.70565414428711,118.578
7.532223224639893,17.324039459228516,118.685
7.625170707702637,16.957984924316406,118.784
7.735523223876953,16.761974334716797,118.892
8.004992485046387,17.174043655395508,118.997
8.054637908935547,17.0366268157959,119.082
8.147027015686035,17.018747329711914,119.16
8.017741203308105,17.114574432373047,119.255
7.995591640472412,17.15454864501953,119.351
7.821688652038574,17.104001998901367,119.457
7.8016037940979,17.115327835083008,119.547
7.70816707611084,17.166208267211914,119.628
7.542032718658447,16.982454299926758,119.74
7.471931457519531,17.136741638183594,119.826
7.398563861846924,17.243276596069336,119.918
7.30390739440918,17.033740997314453,120.0
7.27127742767334,17.1070556640625,120.104
7.20026159286499,16.893611907958984,120.212
7.132936477661133,17.070587158203125,120.307
7.078621864318848,17.21174430847168,120.414
7.119524955749512,17.087963104248047,120.505
7.082642078399658,17.16767120361328,120.599
6.920810222625732,16.956600189208984,120.697
6.833213806152344,17.03850555419922,120.797
6.719666004180908,17.076465606689453,120.899
6.661972522735596,16.91524314880371,120.999
6.608274459838867,16.938156127929688,121.099
6.38303804397583,16.708820343017578,121.201
6.337829113006592,16.774490356445312,121.299
6.272955894470215,16.798891067504883,121.397
6.130629539489746,16.696834564208984,121.503
6.056806564331055,16.699094772338867,121.598
5.825001239776611,16.462392807006836,121.696
5.737216949462891,16.49915313720703,121.797
5.633545875549316,16.525287628173828,121.899
5.520549297332764,16.489274978637695,121.995
5.463747024536133,16.430368423461914,122.099
5.273265838623047,16.113481521606445,122.198
5.1945343017578125,16.107311248779297,122.294
5.126584053039551,16.121484756469727,122.397
5.022355079650879,16.10106658935547,122.494
5.165866851806641,16.075265884399414,122.595
5.152490139007568,15.852823257446289,122.709
5.2306227684021,15.927355766296387,122.798
5.323374271392822,15.99828052520752,122.899
5.236336708068848,16.03478240966797,122.997
5.349684238433838,16.00184440612793,123.12
5.319324016571045,15.733403205871582,123.197
5.441939830780029,15.785002708435059,123.298
5.457078456878662,15.791455268859863,123.423
5.558187484741211,15.722773551940918,123.546
5.738444805145264,15.69943618774414,123.647
5.784323692321777,15.65844440460205,123.766
5.892238616943359,15.676189422607422,123.885
5.954540252685547,15.697003364562988,123.981
6.033385276794434,15.680181503295898,124.077
6.0798163414001465,15.60390853881836,124.22
6.1927170753479,15.731911659240723,124.348
6.15002965927124,15.797894477844238,124.474
6.300753116607666,15.772570610046387,124.586
6.379362106323242,15.700614929199219,124.713
6.433084011077881,15.754980087280273,124.805
6.483092308044434,15.70202350616455,124.905
6.428228855133057,15.715570449829102,125.018
6.6121296882629395,15.650093078613281,125.108
6.593751907348633,15.537718772888184,125.205
6.6205830574035645,15.525341987609863,125.308
6.686826705932617,15.488424301147461,125.407
6.644138813018799,15.434679985046387,125.517
6.801692008972168,15.35642147064209,125.654
6.834304332733154,15.287342071533203,125.762
6.8409905433654785,15.228453636169434,125.889
6.810977935791016,15.153454780578613,125.991
6.922093868255615,15.091934204101562,126.091
7.0502471923828125,14.945042610168457,126.194
7.023382663726807,14.905795097351074,126.313
7.055475234985352,14.836014747619629,126.424
7.080112934112549,14.77917766571045,126.515
7.2133870124816895,14.694478988647461,126.614
7.344165325164795,14.583858489990234,126.732
7.296087741851807,14.505620956420898,126.85
7.315879821777344,14.435625076293945,126.962
7.3727312088012695,14.387166976928711,127.089
7.566865921020508,14.196263313293457,127.215
7.495057106018066,14.118803024291992,127.332
7.415009498596191,14.069546699523926,127.434
7.499494552612305,14.04804801940918,127.54
7.58605432510376,14.017487525939941,127.659
7.754002571105957,13.93002700805664,127.78
7.725944519042969,13.849995613098145,127.873
7.791005611419678,13.774153709411621,127.971
7.891388416290283,13.732155799865723,128.079
8.115829467773438,13.717860221862793,128.184
8.088335990905762,13.69127082824707,128.282
8.058343887329102,13.689657211303711,128.385
8.210517883300781,13.704724311828613,128.513
8.245442390441895,13.79240608215332,128.63
8.4266357421875,13.91625690460205,128.732
8.344596862792969,13.899885177612305,128.819
8.535004615783691,13.924448013305664,128.941
8.514241218566895,13.898270606994629,129.06
8.515584945678711,13.924059867858887,129.183
8.596911430358887,13.925333976745605,129.283
8.516397476196289,13.844274520874023,129.371
8.665328979492188,13.865473747253418,129.48
