AR_B
1164,123,1124,117,1130,76,1171,82,98.489,Primary
1156,214,1115,208,1121,169,1162,175,98.805,Primary
1174,363,1137,350,1149,314,1186,327,99.137,Primary
1445,452,1371,386,1431,314,1505,379,99.393,Secondary
1154,504,1125,478,1148,450,1178,475,99.468,Primary
1297,708,1250,621,1332,573,1378,659,99.701,Secondary
1095,606,1076,572,1109,554,1127,587,99.742,Primary
1230,901,1155,837,1218,759,1292,823,99.969,Secondary
1068,684,1038,659,1063,628,1092,653,100.015,Primary
1185,1045,1114,969,1186,896,1257,971,100.316,Secondary
1050,742,1022,711,1050,683,1078,713,100.346,Primary
971,767,947,734,980,709,1003,742,100.646,Primary
914,782,894,746,929,724,949,760,100.942,Primary
625,1050,642,947,744,959,728,1061,101.258,Secondary
826,744,833,703,873,708,866,748,101.304,Primary
526,835,575,747,663,792,614,880,101.591,Secondary
786,658,805,623,840,641,821,675,101.623,Primary
522,675,568,589,656,634,611,719,101.879,Secondary
785,594,802,560,837,577,819,611,101.952,Primary
573,545,644,481,709,551,639,615,102.19,Secondary
805,542,833,516,859,544,831,569,102.265,Primary
646,544,722,487,779,562,704,619,102.557,Secondary
835,541,864,519,887,548,857,571,102.659,Primary
710,601,786,547,840,622,765,677,102.895,Secondary
860,564,890,543,911,573,882,594,102.985,Primary
787,643,862,588,916,662,842,717,103.239,Secondary
891,581,920,559,942,588,912,610,103.304,Primary
892,664,970,617,1017,694,940,742,103.611,Secondary
933,590,964,571,982,601,952,620,103.654,Primary
1068,689,1087,600,1174,619,1156,708,103.916,Secondary
1003,599,1011,564,1045,572,1038,606,103.976,Primary
1223,591,1266,512,1347,555,1304,634,104.24,Secondary
1065,560,1082,529,1114,545,1097,577,104.301,Primary
1283,399,1307,312,1397,333,1373,422,104.597,Secondary
1090,483,1099,449,1135,457,1125,492,104.665,Primary
1261,233,1269,141,1362,145,1354,238,104.953,Secondary
1081,416,1084,380,1121,382,1117,418,104.998,Primary
1238,171,1317,120,1364,198,1286,248,105.319,Secondary
1072,392,1103,372,1121,402,1090,422,105.333,Primary
1290,268,1378,246,1397,334,1309,355,105.632,Secondary
1092,431,1127,422,1135,457,1100,465,105.689,Primary
1321,385,1410,397,1396,484,1308,473,105.952,Secondary
1105,478,1140,483,1134,517,1100,513,106.024,Primary
1317,513,1396,552,1355,630,1277,591,106.284,Secondary
1103,529,1134,545,1118,575,1087,560,106.361,Primary
1257,633,1320,694,1258,755,1196,695,106.588,Secondary
1079,577,1103,602,1078,625,1055,601,106.638,Primary
1223,734,1210,820,1124,807,1137,721,106.883,Secondary
1065,618,1060,652,1026,647,1030,613,106.926,Primary
1118,797,1081,875,1003,837,1040,759,107.231,Secondary
1023,643,1008,674,977,659,992,628,107.282,Primary
964,804,913,874,844,823,894,753,107.552,Secondary
961,646,941,673,913,653,933,626,107.612,Primary
839,785,761,820,726,740,804,705,107.909,Secondary
911,638,880,652,866,620,897,606,107.946,Primary
754,718,670,741,648,657,731,634,108.241,Secondary
876,611,844,620,835,587,868,578,108.302,Primary
696,620,611,634,598,549,683,535,108.603,Secondary
853,572,820,577,815,543,848,538,108.68,Primary
657,533,572,539,566,454,651,447,108.968,Secondary
838,536,804,539,802,505,835,502,109.034,Primary
598,402,512,404,509,318,596,315,109.372,Secondary
814,484,780,485,779,450,813,450,109.403,Primary
512,194,422,187,425,97,515,103,109.717,Secondary
780,400,744,398,745,362,781,365,109.761,Primary
771,333,735,327,739,290,775,296,110.093,Primary
777,305,741,297,747,260,783,268,110.427,Primary
794,303,759,294,767,258,802,267,110.786,Primary
805,315,773,303,784,269,817,281,111.146,Primary
803,328,783,299,811,278,831,308,111.472,Primary
800,327,782,297,811,279,829,309,111.821,Primary
797,324,781,293,812,277,828,308,112.147,Primary
790,318,776,285,808,271,822,304,112.493,Primary
775,316,763,283,796,271,808,305,112.856,Primary
760,314,751,279,785,271,795,305,113.205,Primary
742,296,764,268,791,291,770,318,113.56,Primary
740,305,761,277,790,299,769,327,113.909,Primary
748,316,771,290,798,313,775,339,114.253,Primary
768,318,803,314,808,348,774,353,114.605,Primary
530,30,611,66,576,145,495,110,114.865,Secondary
787,336,819,350,806,381,774,367,114.92,Primary
549,69,628,109,588,186,509,146,115.183,Secondary
795,351,826,367,811,397,780,382,115.232,Primary
547,118,635,116,637,202,550,205,115.497,Secondary
794,371,829,370,830,404,796,405,115.555,Primary
547,165,628,131,663,211,582,245,115.796,Secondary
795,389,827,376,840,408,808,421,115.851,Primary
553,170,623,116,677,185,609,239,116.13,Secondary
797,391,824,370,846,397,819,418,116.178,Primary
571,179,643,131,693,204,620,252,116.432,Secondary
804,395,833,376,852,405,824,424,116.484,Primary
578,185,653,139,699,214,625,260,116.781,Secondary
807,397,837,380,855,409,826,427,116.784,Primary
639,158,724,184,699,267,614,242,117.097,Secondary
831,387,865,397,855,430,822,420,117.097,Primary
678,193,760,223,730,305,648,274,117.361,Secondary
847,401,879,413,867,445,835,433,117.403,Primary
715,220,795,254,761,334,680,299,117.664,Secondary
862,412,893,425,880,457,848,443,117.701,Primary
759,252,836,292,796,368,719,328,117.98,Secondary
879,425,910,441,894,470,864,455,118.041,Primary
783,297,857,341,813,415,739,371,118.318,Secondary
889,443,918,460,901,489,871,472,118.362,Primary
811,307,881,356,832,428,761,378,118.66,Secondary
900,447,928,466,909,494,881,475,118.715,Primary
829,334,896,389,841,456,774,401,118.994,Secondary
907,458,933,479,912,506,886,484,119.017,Primary
832,356,895,414,838,478,773,420,119.291,Secondary
908,467,933,489,911,514,886,492,119.341,Primary
833,369,906,416,858,489,786,441,119.627,Secondary
909,472,937,490,919,519,890,500,119.686,Primary
846,390,899,458,832,512,778,443,119.987,Secondary
