AR_A
668,119,630,113,642,78,679,84,57.689,Primary
689,177,653,171,665,138,700,144,57.973,Primary
686,179,649,173,661,139,697,145,58.3,Primary
672,157,633,150,645,115,683,122,58.585,Primary
655,127,615,119,626,81,666,89,58.905,Primary
662,71,621,59,634,20,675,31,59.225,Primary
433,70,382,69,377,18,429,18,60.705,Primary
335,262,287,277,269,230,317,216,61.065,Primary
327,374,282,395,258,353,303,332,61.385,Primary
344,362,299,383,275,340,321,319,61.721,Primary
389,335,344,354,323,310,368,292,62.053,Primary
447,300,402,314,386,269,431,255,62.394,Primary
496,277,450,288,436,243,482,231,62.693,Primary
546,274,500,283,490,237,535,228,63.054,Primary
602,270,557,274,551,228,596,224,63.416,Primary
645,278,599,279,596,234,642,231,63.727,Primary
689,298,643,297,643,251,689,252,64.105,Primary
734,318,689,313,693,268,738,273,64.397,Primary
767,344,723,336,730,291,775,299,64.742,Primary
557,149,448,123,473,13,583,39,64.985,Secondary
798,383,754,372,765,329,808,339,65.05,Primary
627,238,521,203,556,97,662,132,65.345,Secondary
826,418,784,404,798,363,840,376,65.383,Primary
682,373,580,331,622,229,725,271,65.659,Secondary
848,472,808,456,824,416,865,432,65.715,Primary
707,481,608,434,657,334,756,381,65.99,Secondary
858,516,819,497,838,458,878,477,66.056,Primary
718,582,623,525,681,430,776,486,66.302,Secondary
863,556,825,534,848,496,885,518,66.345,Primary
709,666,617,604,680,511,772,572,66.614,Secondary
859,590,823,566,847,529,884,553,66.647,Primary
693,687,605,619,674,530,762,598,66.965,Secondary
853,598,818,571,845,536,880,563,66.978,Primary
670,720,587,645,663,562,746,637,67.278,Secondary
843,612,811,582,840,549,873,578,67.329,Primary
639,754,561,673,643,594,721,674,67.577,Secondary
831,625,800,593,833,562,863,594,67.66,Primary
619,743,547,656,634,584,706,670,67.88,Secondary
823,621,794,586,829,558,857,592,67.941,Primary
593,748,527,657,619,590,685,681,68.225,Secondary
813,623,787,586,823,560,849,596,68.272,Primary
579,727,519,633,613,572,674,666,68.565,Secondary
807,614,783,577,820,553,844,591,68.6,Primary
563,704,511,605,609,553,662,652,68.895,Secondary
801,605,780,566,819,545,840,584,68.945,Primary
538,702,492,599,594,554,640,656,69.217,Secondary
790,604,772,564,813,546,831,586,69.253,Primary
516,695,476,591,581,551,621,655,69.545,Secondary
782,602,766,560,807,544,823,586,69.578,Primary
458,669,426,561,535,529,567,637,69.88,Secondary
759,591,746,548,789,536,801,579,69.928,Primary
429,626,403,516,515,491,540,601,70.225,Secondary
747,574,737,530,781,521,791,564,70.258,Primary
422,612,401,501,514,482,533,593,70.601,Secondary
744,568,736,524,781,517,788,561,70.626,Primary
416,601,407,489,520,481,529,593,70.918,Secondary
742,564,738,519,783,516,787,561,70.955,Primary
416,607,415,495,529,495,529,607,71.227,Secondary
742,566,742,521,786,522,786,566,71.312,Primary
418,634,425,522,537,528,531,641,71.583,Secondary
743,577,745,533,790,535,787,580,71.627,Primary
415,639,431,528,543,543,527,655,71.9,Secondary
742,579,748,535,792,541,786,585,71.969,Primary
424,661,449,551,558,575,534,684,72.237,Secondary
745,588,755,544,798,554,789,597,72.285,Primary
429,684,459,576,567,605,537,713,72.545,Secondary
747,597,759,554,802,566,790,609,72.654,Primary
425,666,464,561,569,599,530,705,72.89,Secondary
746,591,761,549,802,564,787,605,72.98,Primary
412,668,459,567,561,613,514,715,73.222,Secondary
741,592,759,551,799,569,781,609,73.282,Primary
399,654,451,554,550,605,499,705,73.508,Secondary
735,586,755,546,795,566,775,605,73.585,Primary
