AR_A
251,78,276,100,253,131,227,108,112.178,Primary
243,348,265,370,245,399,223,377,112.474,Primary
283,588,299,618,276,638,260,608,112.795,Primary
310,643,329,672,308,693,289,665,113.117,Primary
281,662,284,699,253,702,250,665,113.475,Primary
231,628,232,667,198,668,198,630,113.803,Primary
182,587,200,621,171,641,153,608,114.135,Primary
124,541,149,571,122,598,97,569,114.484,Primary
79,468,103,501,73,526,49,494,114.788,Primary
49,416,72,451,40,474,17,440,115.121,Primary
1359,58,1348,17,1389,6,1401,47,125.906,Primary
1382,66,1406,30,1442,54,1418,90,126.242,Primary
1406,88,1431,53,1466,79,1441,113,126.587,Primary
1449,120,1476,87,1509,114,1482,147,126.891,Primary
1484,142,1527,135,1534,177,1491,184,127.217,Primary
1510,164,1553,159,1558,202,1515,206,127.565,Primary
1561,207,1605,206,1606,250,1562,251,127.881,Primary
1587,265,1626,244,1647,283,1608,304,128.189,Primary
1605,293,1645,273,1664,313,1624,332,128.532,Primary
1613,352,1654,341,1665,383,1624,393,128.847,Primary
1642,385,1685,390,1681,433,1637,428,129.187,Primary
1673,419,1709,444,1685,480,1649,455,129.521,Primary
1708,493,1713,537,1670,542,1665,498,129.854,Primary
1729,555,1725,600,1681,596,1685,551,130.161,Primary
1748,598,1741,643,1696,636,1702,591,130.469,Primary
1719,657,1742,697,1701,718,1679,679,130.801,Primary
1701,708,1718,750,1676,766,1660,724,131.105,Primary
1680,756,1694,798,1652,812,1638,769,131.438,Primary
1647,816,1658,858,1616,869,1605,826,131.762,Primary
1638,863,1632,907,1590,901,1596,858,132.117,Primary
1599,916,1588,958,1548,948,1559,906,132.464,Primary
1562,971,1555,1013,1513,1007,1520,964,132.753,Primary
1504,982,1508,1023,1469,1030,1464,988,133.099,Primary
1832,102,1870,82,1890,120,1852,140,157.834,Primary
1841,179,1879,162,1896,201,1858,218,158.165,Primary
1868,772,1910,781,1902,823,1859,815,161.161,Primary
1850,824,1892,835,1881,877,1839,866,161.523,Primary
1804,897,1843,911,1829,952,1790,937,161.834,Primary
1790,961,1829,978,1812,1018,1773,1001,162.191,Primary
1776,1012,1814,1032,1795,1071,1756,1051,162.524,Primary
1735,775,1750,739,1781,758,1767,793,241.026,Primary
1499,1003,1522,975,1541,1001,1519,1028,241.399,Primary
1833,171,1825,123,1875,112,1883,160,245.786,Primary
1812,183,1804,135,1854,124,1862,172,246.117,Primary
1772,212,1763,166,1812,155,1821,202,246.42,Primary
1742,237,1733,191,1781,181,1790,227,246.729,Primary
1717,268,1708,222,1757,212,1766,258,247.066,Primary
1684,327,1677,281,1724,274,1732,320,247.381,Primary
1655,371,1649,326,1697,319,1703,365,247.694,Primary
1619,405,1614,359,1661,354,1667,400,248.006,Primary
1573,441,1569,396,1616,392,1620,437,248.324,Primary
1535,466,1532,420,1579,417,1582,463,248.652,Primary
1485,487,1482,441,1529,439,1531,484,248.973,Primary
1436,509,1434,463,1480,462,1482,507,249.291,Primary
1386,527,1385,482,1431,480,1432,526,249.63,Primary
1332,543,1331,498,1377,497,1377,542,249.95,Primary
1752,589,1753,477,1867,477,1866,591,250.159,Secondary
1278,560,1278,515,1323,515,1323,560,250.238,Primary
1613,623,1615,511,1727,513,1726,625,250.448,Secondary
1222,573,1223,528,1267,529,1266,574,250.58,Primary
1454,658,1456,547,1566,550,1564,661,250.792,Secondary
1158,587,1159,543,1202,544,1202,588,250.864,Primary
1283,718,1290,608,1399,616,1392,726,251.079,Secondary
1090,611,1092,567,1135,570,1133,614,251.149,Primary
1133,758,1143,647,1251,658,1242,768,251.378,Secondary
1029,627,1033,583,1076,587,1072,631,251.449,Primary
989,716,984,605,1092,600,1098,710,251.694,Secondary
972,610,970,566,1012,564,1015,607,251.743,Primary
909,724,872,619,976,582,1012,686,252.019,Secondary
939,613,925,571,966,557,980,598,252.048,Primary
893,787,827,697,916,630,982,719,252.364,Secondary
933,639,907,602,942,576,968,612,252.386,Primary
970,823,875,763,935,667,1029,727,252.642,Secondary
964,653,926,629,950,591,987,615,252.701,Primary
1071,813,961,784,988,675,1097,702,252.951,Secondary
1004,649,961,638,971,594,1015,605,253.016,Primary
1149,703,1038,715,1025,603,1136,591,253.295,Secondary
1035,605,991,609,986,565,1030,560,253.365,Primary
1168,589,1063,630,1022,527,1125,485,253.621,Secondary
1043,559,1001,576,985,535,1026,518,253.679,Primary
1130,525,1028,572,981,471,1083,424,253.933,Secondary
1027,534,987,552,969,512,1009,493,254.012,Primary
1074,499,970,540,929,437,1033,396,254.258,Secondary
1005,523,964,539,947,499,989,482,254.322,Primary
1038,484,932,519,897,414,1003,379,254.591,Secondary
991,517,949,531,935,489,977,475,254.67,Primary
997,445,889,473,861,366,968,338,254.934,Secondary
974,501,931,513,920,471,963,459,255.013,Primary
968,390,858,408,840,299,950,281,255.288,Secondary
963,479,919,487,912,444,956,436,255.351,Primary
958,345,848,355,838,245,948,235,255.614,Secondary
959,461,915,465,911,422,955,418,255.698,Primary
942,286,832,289,828,179,939,175,255.96,Secondary
953,437,908,439,907,395,951,394,256.055,Primary
938,204,827,196,835,87,945,94,256.298,Secondary
951,405,907,402,910,359,954,361,256.367,Primary
946,143,837,128,852,20,961,34,256.635,Secondary
954,380,911,374,917,332,960,337,256.702,Primary
954,353,911,345,919,302,962,310,257.056,Primary
964,315,922,303,934,261,976,273,257.402,Primary
978,283,937,267,953,227,994,243,257.739,Primary
987,251,947,233,964,195,1004,212,258.068,Primary
1011,210,972,188,993,152,1031,173,258.402,Primary
1042,179,1006,155,1029,120,1066,144,258.723,Primary
1075,131,1039,105,1064,70,1100,97,259.061,Primary
1140,70,1106,39,1135,5,1169,35,259.41,Primary
1494,124,1477,79,1522,58,1540,103,261.507,Primary
1495,215,1481,172,1525,157,1539,200,261.836,Primary
1491,288,1480,245,1522,234,1533,277,262.154,Primary
1485,337,1476,294,1517,286,1526,329,262.468,Primary
1492,399,1487,356,1528,352,1534,394,262.805,Primary
1500,449,1497,406,1538,404,1541,447,263.109,Primary
1508,487,1508,443,1549,444,1549,487,263.415,Primary
1519,541,1522,498,1564,501,1561,545,263.739,Primary
1528,580,1533,537,1576,542,1570,586,264.073,Primary
1533,637,1542,594,1585,603,1576,646,264.384,Primary
1532,699,1544,656,1587,668,1574,711,264.722,Primary
1527,735,1542,692,1584,707,1569,749,265.092,Primary
1509,802,1527,761,1568,780,1550,820,265.429,Primary
1480,880,1501,840,1540,862,1520,902,265.75,Primary
