X,Y,Z,Roll,Pitch,Yaw,Time
-0.0024187760427594185,0.002223983174189925,-0.0632382184267044,0.0013622703263533647,-0.001102902810089288,1.590231384211455,STANDBY,43.324
-0.00324916816316545,0.002935173688456416,-0.06350430101156235,0.0013946850085628567,-0.0011511993361636977,1.5902328184482197,STANDBY,43.576
-0.002313049742951989,0.0020216917619109154,-0.06392255425453186,0.0014546330785376363,-0.001208796515129504,1.5902451454338171,STANDBY,43.83
-0.0007110293954610825,0.0004910302814096212,-0.06434031575918198,0.0015190321719271477,-0.0012784872669726582,1.590256760888968,STANDBY,44.079
0.0011864501284435391,-0.0012925283517688513,-0.06470008939504623,0.0015780095709485346,-0.0013318845303729155,1.5902904375132663,STANDBY,44.331
0.00317888124845922,-0.0031340885907411575,-0.06505437195301056,0.0016496499301863249,-0.0013900635531172132,1.5903139887985327,STANDBY,44.577
0.005137913394719362,-0.0049144914373755455,-0.06533484160900116,0.0017138050170612863,-0.0014424725668504804,1.5903214635935166,STANDBY,44.838
0.007144826930016279,-0.006762750446796417,-0.0655866339802742,0.001755733042955154,-0.0014934225473552916,1.590348803499017,STANDBY,45.079
0.009257650002837181,-0.008782508783042431,-0.06579530984163284,0.0017842508386818107,-0.0015274299075826977,1.5903802728888132,STANDBY,45.331
0.011278162710368633,-0.010740074329078197,-0.06598570197820663,0.0018136374419552613,-0.0015418028924614163,1.5904124873366692,STANDBY,45.58
0.013077019713819027,-0.012469608336687088,-0.06610995531082153,0.001819077297113591,-0.001561913173645732,1.590450617545519,STANDBY,45.834
0.0148747768253088,-0.014155139215290546,-0.06623739749193192,0.0018261712975797585,-0.0015686432598158687,1.5904838899758196,STANDBY,46.079
0.01665382646024227,-0.015782848000526428,-0.06635396182537079,0.0018168428214264444,-0.001569947460666296,1.5905000707742314,STANDBY,46.33
0.0180351659655571,-0.017054319381713867,-0.06646258383989334,0.001802760525606328,-0.001553859794512388,1.5905253245171647,STANDBY,46.579
0.01893993653357029,-0.017935335636138916,-0.06655696034431458,0.001766963629051798,-0.0015229006530716987,1.5905460836973526,STANDBY,46.832
0.019791148602962494,-0.018779732286930084,-0.06663884222507477,0.0017358661862087786,-0.0014992547221481774,1.590564382323299,STANDBY,47.079
0.02052495628595352,-0.0195677038282156,-0.06670631468296051,0.0016892488347363998,-0.0014754913281649327,1.5905809431013205,STANDBY,47.336
0.020877640694379807,-0.019995875656604767,-0.0667719766497612,0.0016587459249419506,-0.0014340262860059712,1.5905918470260243,STANDBY,47.584
0.02080237865447998,-0.01999986357986927,-0.06684296578168869,0.0016242486890402966,-0.0013938535703346105,1.5905991336938479,STANDBY,47.83
0.020728131756186485,-0.019966211169958115,-0.06690438091754913,0.0015962073812258773,-0.0013578797224909043,1.590608301633273,STANDBY,48.079
0.020778173580765724,-0.020019415766000748,-0.06696268916130066,0.0015671568689865412,-0.0013224312569946027,1.5905954549696786,STANDBY,48.328
0.02061874233186245,-0.019851241260766983,-0.06703095138072968,0.0015232368605208925,-0.0012981498148292277,1.59060240449873,STANDBY,48.587
0.020160434767603874,-0.019362881779670715,-0.0671079233288765,0.001501847989856952,-0.0012795716756954765,1.590588147812758,STANDBY,48.833
0.01984533481299877,-0.019061582162976265,-0.06718260049819946,0.0014734803698954518,-0.0012588265817612384,1.5905826418336968,STANDBY,49.079
0.019675398245453835,-0.018980102613568306,-0.06723760813474655,0.001447041169740015,-0.0012556982692331056,1.5905625029143433,STANDBY,49.335
0.019280534237623215,-0.01870858110487461,-0.06727517396211624,0.0014344902010632096,-0.0012459751451387982,1.5905512842026095,STANDBY,49.579
0.018690146505832672,-0.01823100820183754,-0.067311130464077,0.0014106185408306654,-0.0012305286945775127,1.5905316426095109,STANDBY,49.828
0.01835082843899727,-0.017983289435505867,-0.06732748448848724,0.001400155480950826,-0.0012141028419136975,1.5905180881407597,STANDBY,50.079
0.018224989995360374,-0.017910705879330635,-0.06731849908828735,0.0014183735474941664,-0.001206344459205864,1.5905073481288294,STANDBY,50.339
0.01801656000316143,-0.017738962545990944,-0.06732407212257385,0.0014161542057988582,-0.001209399313665924,1.5904914206501586,STANDBY,50.588
0.017644142732024193,-0.017390670254826546,-0.06733965873718262,0.0014233412221071658,-0.0012036133557558036,1.5904626390573127,STANDBY,50.839
0.0175032801926136,-0.017248904332518578,-0.06737440079450607,0.001435812213457876,-0.0011995332315564132,1.5904362230238058,STANDBY,51.079
