AR_B
1497,132,1495,91,1533,88,1536,129,76.402,Primary
1603,317,1613,277,1651,286,1641,326,76.674,Primary
1646,502,1667,465,1701,484,1680,520,76.93,Primary
1652,592,1676,558,1709,580,1684,614,77.197,Primary
1646,641,1672,609,1704,633,1677,665,77.466,Primary
1599,804,1632,779,1656,810,1623,834,77.753,Primary
1496,979,1534,963,1550,999,1512,1015,78.033,Primary
278,863,286,905,240,914,232,871,79.812,Primary
233,633,226,676,181,669,188,626,80.101,Primary
266,420,246,458,205,438,225,400,80.383,Primary
327,300,300,332,264,305,292,272,80.661,Primary
357,270,327,301,293,272,323,241,80.93,Primary
397,272,368,302,336,273,366,243,81.189,Primary
418,280,387,309,355,280,386,250,81.506,Primary
457,295,428,324,396,296,426,266,81.77,Primary
482,300,453,330,421,301,452,271,82.046,Primary
520,307,491,336,460,308,489,278,82.343,Primary
555,309,526,339,495,310,525,280,82.644,Primary
591,313,563,343,532,315,560,285,82.946,Primary
637,319,608,348,578,320,606,290,83.261,Primary
677,321,649,350,618,321,647,292,83.551,Primary
723,326,693,355,664,325,694,296,83.852,Primary
767,332,737,360,709,329,739,302,84.157,Primary
811,346,781,373,753,342,784,315,84.466,Primary
730,85,651,151,585,70,664,4,84.678,Secondary
867,357,835,383,810,351,841,325,84.746,Primary
872,144,790,208,728,127,809,63,84.98,Secondary
924,381,891,406,867,374,899,349,85.06,Primary
1033,219,949,278,891,195,975,135,85.266,Secondary
989,411,955,434,932,402,966,378,85.331,Primary
1157,316,1069,371,1015,285,1103,229,85.557,Secondary
1038,450,1003,471,983,437,1017,416,85.637,Primary
1244,440,1153,491,1102,402,1193,351,85.857,Secondary
1073,500,1036,519,1017,485,1053,465,85.935,Primary
1314,607,1214,642,1178,544,1277,509,86.155,Secondary
1101,567,1062,580,1047,542,1087,528,86.195,Primary
1308,700,1205,724,1179,622,1282,598,86.438,Secondary
1099,604,1058,613,1048,573,1088,563,86.509,Primary
1215,801,1109,799,1109,694,1214,696,86.767,Secondary
1061,644,1020,643,1020,602,1061,602,86.808,Primary
1091,823,989,802,1009,699,1111,721,87.014,Secondary
1012,653,971,644,979,604,1020,612,87.082,Primary
959,771,865,728,908,634,1001,677,87.266,Secondary
959,632,922,615,939,578,976,595,87.356,Primary
835,713,750,653,811,570,894,629,87.539,Secondary
909,609,876,585,900,552,933,576,87.626,Primary
756,608,684,533,760,462,831,537,87.866,Secondary
877,566,850,536,880,509,907,539,87.943,Primary
733,497,682,406,773,356,824,447,88.161,Secondary
869,522,849,486,885,467,904,503,88.242,Primary
756,423,731,321,832,298,857,399,88.533,Secondary
878,492,868,452,908,443,918,483,88.563,Primary
827,379,834,275,937,283,930,387,88.808,Secondary
907,475,910,434,950,437,947,478,88.87,Primary
915,383,956,288,1051,330,1009,424,89.095,Secondary
942,476,958,439,995,455,979,493,89.172,Primary
975,426,1044,349,1120,417,1052,494,89.416,Secondary
966,494,993,464,1023,490,996,521,89.491,Primary
974,491,1064,442,1113,531,1024,581,89.714,Secondary
966,520,1001,501,1021,536,985,555,89.811,Primary
963,558,1064,541,1081,642,980,659,90.134,Secondary
961,547,1001,540,1008,580,968,587,90.181,Primary
907,604,1007,625,987,726,886,705,90.44,Secondary
939,566,978,574,970,614,931,606,90.536,Primary
839,601,931,647,885,739,793,693,90.798,Secondary
912,564,948,583,930,619,893,601,90.851,Primary
819,554,903,614,843,697,759,638,91.097,Secondary
903,546,936,569,913,602,880,579,91.196,Primary
822,447,881,531,797,590,737,506,91.458,Secondary
904,503,928,536,894,559,871,526,91.537,Primary
876,423,903,522,805,549,777,450,91.886,Secondary
926,493,937,532,898,543,887,504,91.897,Primary
921,425,910,528,809,517,819,414,92.164,Secondary
944,494,940,534,899,530,903,490,92.252,Primary
924,456,877,547,786,499,834,408,92.498,Secondary
945,506,926,542,891,524,909,487,92.577,Primary
879,543,803,612,734,536,810,467,92.849,Secondary
927,541,896,568,870,538,900,511,92.926,Primary
825,557,728,594,691,497,788,461,93.174,Secondary
905,546,867,561,852,523,891,509,93.271,Primary
787,519,683,521,681,417,785,416,93.54,Secondary
890,531,849,532,848,491,889,490,93.622,Primary
789,484,691,448,726,351,824,387,93.866,Secondary
891,517,852,502,866,464,905,479,93.96,Primary
814,457,734,392,799,311,879,377,94.241,Secondary
901,506,869,480,894,449,926,474,94.311,Primary
829,472,762,394,840,327,907,406,94.571,Secondary
907,512,881,481,912,455,938,486,94.654,Primary
825,529,765,446,847,386,908,468,94.902,Secondary
906,535,882,502,914,478,938,511,95.01,Primary
808,586,755,498,842,445,895,533,95.258,Secondary
898,557,878,523,912,502,933,537,95.334,Primary
777,652,731,560,822,514,868,605,95.589,Secondary
886,584,868,548,904,530,922,566,95.658,Primary
750,693,708,600,801,557,844,650,95.912,Secondary
876,601,859,564,896,547,912,584,96.009,Primary
716,721,681,624,777,589,812,686,96.333,Secondary
862,612,848,574,886,560,900,598,96.378,Primary
670,750,643,651,742,623,770,722,96.685,Secondary
844,624,833,584,872,573,883,612,96.741,Primary
636,759,614,658,714,635,737,736,97.063,Secondary
