X,Y,Z,Roll,Pitch,Yaw,Time
-0.002786353463307023,0.0008351929718628526,-0.06459905952215195,0.001396089675836035,-0.0010936320759355434,2.0727443854000906,STANDBY,44.878
-0.004260929301381111,0.0013549418654292822,-0.06482204794883728,0.0014261808246371832,-0.0011271367548033005,2.0727537433293204,STANDBY,45.127
-0.0031214214395731688,0.0011234323028475046,-0.06518849730491638,0.001481077168136605,-0.0011854129843413242,2.072769359746251,STANDBY,45.378
-0.001039112568832934,0.0005957265384495258,-0.06557191908359528,0.0015445760218424285,-0.0012524160556494606,2.072788373627935,STANDBY,45.628
0.0014177424600347877,-4.034406447317451e-05,-0.0659298449754715,0.0016125625697893584,-0.001320926006883324,2.072813944020544,STANDBY,45.874
0.004108514171093702,-0.0007369422819465399,-0.06621869653463364,0.0016753653762859788,-0.0014016209170221697,2.0728330175068717,STANDBY,46.128
0.006652793847024441,-0.001429508556611836,-0.0664859488606453,0.00172269088216103,-0.0014597161207347516,2.0728582302716116,STANDBY,46.376
0.00922787468880415,-0.002121696714311838,-0.06670340895652771,0.0017582087311891403,-0.001501834369264484,2.072898999848638,STANDBY,46.628
0.011896906420588493,-0.00285534025169909,-0.06688899546861649,0.0017899606609714715,-0.001536043826490582,2.0729411999371385,STANDBY,46.879
0.014677182771265507,-0.003635864704847336,-0.0670458972454071,0.0018055626424027167,-0.0015603401698171507,2.0729827443745474,STANDBY,47.132
0.017004473134875298,-0.004277771804481745,-0.06718820333480835,0.0018139738822353568,-0.0015815035440027124,2.0730192820217948,STANDBY,47.378
0.019214659929275513,-0.004948887974023819,-0.06731005012989044,0.0018220110796389665,-0.0015880293212830433,2.073051587739263,STANDBY,47.632
0.02138141728937626,-0.005605238489806652,-0.06743014603853226,0.0018136017024514754,-0.001579717965796531,2.0730924169209337,STANDBY,47.883
0.023484745994210243,-0.006262676324695349,-0.06752516329288483,0.0018009007908401577,-0.0015711728483437904,2.073124245801244,STANDBY,48.129
0.024775533005595207,-0.006697259843349457,-0.06761915236711502,0.0017801237991077392,-0.0015431771753355264,2.0731520811703543,STANDBY,48.378
0.025799214839935303,-0.007071875035762787,-0.06770254671573639,0.0017501449910921544,-0.0015299158403649334,2.073172167935643,STANDBY,48.629
0.026728741824626923,-0.007422253489494324,-0.06777359545230865,0.001717526465654143,-0.0014955837978049523,2.073197559514318,STANDBY,48.879
0.02762569859623909,-0.007745800074189901,-0.0678485706448555,0.0016836889553812834,-0.0014677767176180488,2.073212460675512,STANDBY,49.13
0.02764296345412731,-0.007810449227690697,-0.06792464852333069,0.001645110314711699,-0.0014286047080531129,2.0732300440457205,STANDBY,49.378
0.02752951718866825,-0.007823617197573185,-0.06799345463514328,0.0016017429297787633,-0.0013980463845654734,2.0732382694866995,STANDBY,49.637
0.027477817609906197,-0.007842665538191795,-0.06807857006788254,0.001570224994793305,-0.0013649697648360733,2.0732298652317867,STANDBY,49.885
0.027527300640940666,-0.007900450378656387,-0.06816193461418152,0.0015331398462874381,-0.0013398247538133866,2.0732160369541983,STANDBY,50.132
0.026944981887936592,-0.007757050450891256,-0.06827016919851303,0.0015016807010395019,-0.0013138531940057282,2.0732041160252432,STANDBY,50.382
0.026334695518016815,-0.007627509534358978,-0.06837143003940582,0.0014684643829239105,-0.0012754469644277694,2.0731938640263423,STANDBY,50.631
0.025970080867409706,-0.007567789871245623,-0.06844771653413773,0.0014468730660153117,-0.0012498459545894865,2.073181883492742,STANDBY,50.88
0.025844374671578407,-0.007567082066088915,-0.0684904232621193,0.001433075172826418,-0.001236915006302238,2.0731764594700675,STANDBY,51.129
0.02515171840786934,-0.007392579223960638,-0.06854880601167679,0.001430234056897232,-0.0012187656247987753,2.0731725851681566,STANDBY,51.389
0.024611257016658783,-0.007254349999129772,-0.06854817271232605,0.0014165298780424089,-0.001208391506224811,2.0731513063099722,STANDBY,51.634
