rgvX,rgvY,Time
15.4400053024292,17.20154571533203,95.333
15.69884967803955,17.295259475708008,95.43
15.247148513793945,17.331613540649414,95.527
15.4777250289917,17.430923461914062,95.641
15.783827781677246,17.490198135375977,95.736
15.273847579956055,17.531980514526367,95.833
15.545268058776855,17.573589324951172,95.93
15.059057235717773,17.585403442382812,96.037
15.35822868347168,17.71965789794922,96.151
15.970939636230469,17.743532180786133,96.253
15.539834022521973,17.307809829711914,96.344
16.38136100769043,17.303770065307617,96.442
15.835188865661621,17.142677307128906,96.556
12.959165573120117,20.454063415527344,101.534
10.84978199005127,19.018922805786133,105.859
11.34537410736084,18.924177169799805,105.966
10.716937065124512,19.528526306152344,106.067
11.193800926208496,19.479854583740234,106.15
9.984585762023926,19.8566837310791,106.274
10.60504150390625,19.92133140563965,106.356
11.11862564086914,19.90361976623535,106.448
10.177107810974121,20.138172149658203,106.557
10.344161033630371,20.16844367980957,106.643
10.38981819152832,20.222442626953125,106.734
10.315596580505371,19.79884147644043,106.822
10.212071418762207,19.86174964904785,106.932
10.496047019958496,19.36670684814453,107.033
10.232324600219727,19.486793518066406,107.128
9.887012481689453,19.555082321166992,107.22
10.385136604309082,19.25196647644043,107.323
9.960108757019043,19.418630599975586,107.44
10.331777572631836,19.52886390686035,107.557
9.874003410339355,19.7517032623291,107.66
5.615749835968018,18.164703369140625,115.378
5.780877113342285,18.149045944213867,115.491
5.584201812744141,18.01513671875,115.593
5.5919599533081055,18.006563186645508,115.702
5.357574939727783,17.810068130493164,115.789
5.468382835388184,17.823352813720703,115.895
5.6036906242370605,17.851930618286133,115.999
5.328281402587891,17.72201156616211,116.089
5.412464141845703,17.755117416381836,116.186
4.769796848297119,16.863374710083008,116.28
5.242066383361816,17.26375389099121,116.358
5.696908950805664,17.547515869140625,116.449
5.309806823730469,16.483497619628906,116.567
5.94910192489624,16.802227020263672,116.661
6.37591552734375,16.95220184326172,116.751
6.720877647399902,16.691513061523438,116.871
6.964128017425537,16.69277000427246,116.998
7.146008014678955,16.459125518798828,117.085
7.03491735458374,16.479570388793945,117.194
6.690787315368652,16.442846298217773,117.3
6.400637626647949,16.540115356445312,117.391
6.086629390716553,16.716083526611328,117.483
5.621719837188721,17.163423538208008,117.582
5.280411243438721,17.373844146728516,117.68
4.81451416015625,17.4124755859375,117.766
5.11545991897583,18.23751449584961,117.877
4.51923131942749,18.29861831665039,117.982
5.249293804168701,19.17588233947754,118.089
4.730840682983398,19.233070373535156,118.183
5.320254325866699,19.635000228881836,118.299
5.178433418273926,19.829334259033203,119.03
5.179272174835205,19.807899475097656,119.114
5.234285831451416,19.806777954101562,119.211
5.196377754211426,19.88340950012207,119.315
5.234301567077637,19.8369083404541,119.408
5.224217891693115,20.034954071044922,119.522
5.256836891174316,20.006643295288086,119.635
5.310521125793457,20.050798416137695,119.736
5.263509273529053,20.1090087890625,119.834
5.324930667877197,20.046096801757812,119.943
5.276615619659424,20.271289825439453,120.048
5.318682670593262,20.266977310180664,120.14
5.394645690917969,20.199926376342773,120.233
5.351378440856934,20.40671730041504,120.329
5.390026569366455,20.29741096496582,120.431
5.301689624786377,20.63697624206543,120.533
5.365898609161377,20.580949783325195,120.638
5.43367862701416,20.49184799194336,120.723
5.373287200927734,20.71114730834961,120.83
5.426755428314209,20.626461029052734,120.92
5.46083927154541,20.540678024291992,121.022
5.414217948913574,20.895442962646484,121.134
5.499598026275635,20.749853134155273,121.242
5.477130889892578,21.004812240600586,121.344
5.519726276397705,20.86677360534668,121.434
5.561431407928467,21.079166412353516,121.526
5.650326251983643,20.9871826171875,121.627
5.74676513671875,20.81402015686035,121.724
5.760166168212891,21.098779678344727,121.817
5.8324408531188965,20.951251983642578,121.917
5.960044860839844,21.119979858398438,122.049
6.129223823547363,20.88871192932129,122.145
6.339204788208008,20.72716522216797,122.235
6.351987838745117,20.925533294677734,122.35
6.556421279907227,20.736988067626953,122.449
6.673613548278809,20.816064834594727,122.56
6.869753360748291,20.645034790039062,122.691
6.9320220947265625,20.7591552734375,122.797
7.150057792663574,20.672964096069336,122.921
7.33325719833374,20.5605525970459,123.022
7.5075459480285645,20.61886978149414,123.115
7.67842960357666,20.510168075561523,123.211
7.485250473022461,20.81061363220215,123.321
7.626252174377441,20.753765106201172,123.426
7.559963226318359,20.895286560058594,123.547
7.713686943054199,20.756813049316406,123.634
7.870373249053955,20.62558364868164,123.725
7.727277755737305,20.791765213012695,123.84
7.8316802978515625,20.721755981445312,123.927
7.9402689933776855,20.637144088745117,124.006
7.95596170425415,20.73936653137207,124.116
8.075157165527344,20.602109909057617,124.211
8.311159133911133,20.710500717163086,124.285
8.368244171142578,20.622529983520508,124.396
8.532829284667969,20.424659729003906,124.486
8.781373023986816,20.626651763916016,124.601
8.872251510620117,20.421165466308594,124.713
8.936482429504395,20.805540084838867,124.804
9.001412391662598,20.577177047729492,124.907
8.934450149536133,20.437747955322266,125.006
8.854537963867188,20.63629150390625,125.115
8.851408958435059,20.537456512451172,125.219
8.91911792755127,20.71213722229004,125.317
8.898636817932129,20.593740463256836,125.418
8.884196281433105,20.4638729095459,125.523
8.926527976989746,20.611745834350586,125.607
8.88561725616455,20.543672561645508,125.724
8.774070739746094,20.631113052368164,125.824
8.763714790344238,20.526226043701172,125.938
8.85912036895752,20.594863891601562,126.038
8.905435562133789,20.507591247558594,126.151
8.802275657653809,20.41010856628418,126.245
8.883018493652344,20.442909240722656,126.364
8.809070587158203,20.289731979370117,126.458
8.84974479675293,20.279441833496094,126.555
8.79321575164795,20.22945785522461,126.661
