X,Y,Z,Roll,Pitch,Yaw,Time
-0.001840014010667801,0.001817614771425724,-0.06454892456531525,0.0013021457707506948,-0.001138049527071416,1.5724328755775954,STANDBY,44.345
-0.0032771339174360037,0.0031533122528344393,-0.0647316426038742,0.0013355615083125764,-0.0011748764663934701,1.5724305305073525,STANDBY,44.598
-0.0026231780648231506,0.002329555107280612,-0.06507658213376999,0.0014070082688701685,-0.001226613647304475,1.5724390011189995,STANDBY,44.844
-0.001203404855914414,0.0008066984009929001,-0.06545251607894897,0.0014685275964436465,-0.0012949832016602152,1.572444797088627,STANDBY,45.098
0.0005788305425085127,-0.0009841813007369637,-0.06579093635082245,0.0015376593219113876,-0.0013601907994598148,1.5724628131745866,STANDBY,45.344
0.0025511353742331266,-0.0029338430613279343,-0.06606023758649826,0.0015995973953974773,-0.0014197428245097392,1.5724733416598773,STANDBY,45.596
0.004553415812551975,-0.004878618288785219,-0.06630798429250717,0.0016552971210328279,-0.0014681150205433362,1.5724806945680196,STANDBY,45.844
0.006445925682783127,-0.006735668517649174,-0.06653912365436554,0.0016932168509808715,-0.0015252664452418676,1.5725014875086512,STANDBY,46.095
0.008393426425755024,-0.008698816411197186,-0.06671720743179321,0.0017322214553130205,-0.001557859708555042,1.5725359735686824,STANDBY,46.345
0.010430697351694107,-0.010740860365331173,-0.06686976552009583,0.001768622547387832,-0.0015782275004312394,1.572569565559041,STANDBY,46.598
0.012323365546762943,-0.012644643895328045,-0.06703247129917145,0.0017871377058324752,-0.0015993892448022966,1.5725912103105824,STANDBY,46.85
0.01387635339051485,-0.014272569678723812,-0.0671769231557846,0.0017857557395470674,-0.001616157474927604,1.5726143085074165,STANDBY,47.1
0.015388726256787777,-0.01584065705537796,-0.06729129701852798,0.0017858028877524078,-0.0016020563198253512,1.5726388283681607,STANDBY,47.345
0.016856897622346878,-0.017361653968691826,-0.06735338270664215,0.0017716233851385653,-0.0015910427318885922,1.5726573938180246,STANDBY,47.594
0.018024444580078125,-0.01851404830813408,-0.06743154674768448,0.0017568448092786014,-0.0015648955013602972,1.5726838560684138,STANDBY,47.848
0.018729938194155693,-0.019178371876478195,-0.06751811504364014,0.0017193302046505153,-0.00154562306124717,1.5727094564961754,STANDBY,48.096
0.01936633698642254,-0.019794579595327377,-0.06760379672050476,0.0016702960710970102,-0.0015123605262488122,1.5727177396791543,STANDBY,48.345
0.019938448444008827,-0.020397182554006577,-0.06765656918287277,0.0016326792538163596,-0.00147918937727809,1.5727192974325757,STANDBY,48.591
0.020152047276496887,-0.020695382729172707,-0.06771339476108551,0.0016055945307013925,-0.0014401436783373352,1.572722478015583,STANDBY,48.849
0.019944241270422935,-0.020578021183609962,-0.06773003190755844,0.0015751805622128193,-0.0014109313488006594,1.5727233125970252,STANDBY,49.095
0.019819481298327446,-0.020517677068710327,-0.06774263083934784,0.0015370347537097867,-0.00138381845317781,1.5727219132848569,STANDBY,49.345
0.019710073247551918,-0.020528972148895264,-0.06775344908237457,0.001527299871667975,-0.0013561488594859836,1.5727125130968653,STANDBY,49.597
0.019465483725070953,-0.020344994962215424,-0.06781020015478134,0.0015147960511965092,-0.00133387150708586,1.5727056140920637,STANDBY,49.85
0.01895640790462494,-0.019898157566785812,-0.06787760555744171,0.001487588044255727,-0.001301384181715549,1.5727005060205723,STANDBY,50.099
0.018657324835658073,-0.019639570266008377,-0.06794429570436478,0.0014668913790953687,-0.0012689367868006225,1.5726921739431585,STANDBY,50.345
0.018563106656074524,-0.0195330623537302,-0.06794891506433487,0.0014586241450158296,-0.0012537287548184393,1.5726772871010493,STANDBY,50.596
0.01837969571352005,-0.019269909709692,-0.06797593086957932,0.001452157506718987,-0.0012407911708578465,1.5726693849454187,STANDBY,50.853
0.017953019589185715,-0.01878734678030014,-0.06800330430269241,0.0014452170580623075,-0.0012315092608332634,1.572660502572779,STANDBY,51.095
0.01776835136115551,-0.01854425109922886,-0.06803851574659348,0.0014550113119182527,-0.0012226140825077891,1.5726502413770669,STANDBY,51.346
0.017779579386115074,-0.018482275307178497,-0.06803027540445328,0.0014530422631648713,-0.0012269925791770218,1.5726244833229597,STANDBY,51.597
0.017719367519021034,-0.018336577340960503,-0.06801600754261017,0.0014555261004713708,-0.0012321757385507224,1.5726190892190228,STANDBY,51.847
0.01746351830661297,-0.018053710460662842,-0.06802430003881454,0.0014556288952005444,-0.0012302401009947062,1.5725915758546933,STANDBY,52.101
0.017442995682358742,-0.018018832430243492,-0.06806677579879761,0.0014566585887221032,-0.0012313668848946688,1.5725856040979294,STANDBY,52.348
0.017597660422325134,-0.01815219409763813,-0.06808845698833466,0.0014673463301730695,-0.0012337267398834226,1.5725626568917672,STANDBY,52.605
0.017701808363199234,-0.01822643168270588,-0.06807944923639297,0.0014617773704228333,-0.0012410787167027588,1.5725450567577521,STANDBY,52.852
0.017626265063881874,-0.01811026781797409,-0.06806555390357971,0.0014566249446940954,-0.0012421044521033764,1.5725227841783802,STANDBY,53.105
0.017741164192557335,-0.018234383314847946,-0.06803316622972488,0.001460902742109948,-0.0012512472458183763,1.5724994899381437,STANDBY,53.352
0.018016329035162926,-0.018569327890872955,-0.06797643005847931,0.001474090619012469,-0.0012599850306287408,1.5724796995662635,STANDBY,53.603
0.018160613253712654,-0.01877015084028244,-0.0679398775100708,0.0014813052257520493,-0.0012571105035021897,1.572461070437219,STANDBY,53.852
0.018109483644366264,-0.018746575340628624,-0.06790171563625336,0.0014803773956370884,-0.0012565365759655833,1.5724365474332613,STANDBY,54.101
0.018251856788992882,-0.01888265088200569,-0.06786596775054932,0.0014871896710244349,-0.0012569979298859835,1.5724105275610947,STANDBY,54.346
0.018557244911789894,-0.019179634749889374,-0.06781347841024399,0.0014989440096539789,-0.0012554486747831102,1.5723791720254832,STANDBY,54.604
0.018738312646746635,-0.0193735770881176,-0.06779563426971436,0.0015032109804449015,-0.0012534753186628222,1.5723631658500543,STANDBY,54.851
0.0187248382717371,-0.019325001165270805,-0.0677722841501236,0.001509051071479671,-0.001261387951672077,1.5723512182619908,STANDBY,55.102
0.018941963091492653,-0.01944827288389206,-0.0677647665143013,0.001524722203612083,-0.0012666593538597224,1.5723248677703108,STANDBY,55.35
0.019366975873708725,-0.019789813086390495,-0.06775744259357452,0.0015358573291448286,-0.0012781159020960329,1.5723036878651495,STANDBY,55.603
0.019641423597931862,-0.01999349147081375,-0.06775371730327606,0.0015484181931239896,-0.00128067412879318,1.5722932851084064,STANDBY,55.853
0.0196329727768898,-0.019939938560128212,-0.06772107630968094,0.0015532072866333057,-0.0012919629225507379,1.5722743753020207,STANDBY,56.103
0.019829655066132545,-0.020090125501155853,-0.0676736906170845,0.0015641559148204859,-0.0013066045939922328,1.5722485464673979,STANDBY,56.355
0.02022484503686428,-0.020442625507712364,-0.06762795150279999,0.0015762733528388076,-0.0013178410008549686,1.572222879100826,STANDBY,56.604
0.02044309861958027,-0.020622650161385536,-0.06759628653526306,0.0015955484705043367,-0.001324603683315217,1.5722133669212943,STANDBY,56.856
0.020424161106348038,-0.02052096650004387,-0.06761159747838974,0.001604867400601261,-0.0013477213215082884,1.5721988110479455,STANDBY,57.104
0.02063455432653427,-0.020667288452386856,-0.0676359012722969,0.0016277780523521234,-0.0013639781391248105,1.5721775127484017,STANDBY,57.353
0.021026156842708588,-0.021010104566812515,-0.06761946529150009,0.0016303769079965885,-0.001374959596432745,1.5721666936904677,STANDBY,57.604
0.021257292479276657,-0.02117331512272358,-0.06761670112609863,0.0016427900409323507,-0.001378446002490818,1.5721483238183451,STANDBY,57.852
0.021229153499007225,-0.021092722192406654,-0.06763354688882828,0.0016438167076555429,-0.0013882068451493976,1.5721383196676642,STANDBY,58.105
