X,Y,Z,Roll,Pitch,Yaw,Time
-0.0020428572315722704,0.0020602913573384285,-0.06482443958520889,0.0013884280342606246,-0.0010811786632984872,1.572331383768704,41.798
-0.0030943024903535843,0.003182952292263508,-0.06503567844629288,0.0014309795806181963,-0.0011113989166915417,1.5723359558640535,42.047
-0.002181478776037693,0.002397652016952634,-0.06534786522388458,0.001495532225817197,-0.0011740690097212796,1.5723460211327787,42.294
-0.0006103873020038009,0.0009447468328289688,-0.06566020101308823,0.0015537275467065498,-0.001227878266945481,1.5723599360233655,42.548
0.00121694419067353,-0.0007598878582939506,-0.06591544300317764,0.0016152646858242684,-0.001294842688366771,1.5723807487546022,42.8
0.003214685944840312,-0.0026404832024127245,-0.06615886837244034,0.0016715448582542473,-0.0013625994324684139,1.5724006897679084,43.048
0.005123827140778303,-0.004437603987753391,-0.06640792638063431,0.0017215426778418358,-0.0014147030888125294,1.572420151964996,43.297
0.007102660834789276,-0.0062963878735899925,-0.06660289317369461,0.0017669665394348438,-0.0014466658467426892,1.5724393433800457,43.549
0.009149963967502117,-0.00827094353735447,-0.06674900650978088,0.0018062820890915924,-0.0014769793488085266,1.5724728855446466,43.799
0.011258521117269993,-0.010300864465534687,-0.06687118113040924,0.0018312913598490291,-0.0015095969429239629,1.5725159582824004,44.048
0.01297763641923666,-0.012015150859951973,-0.06699257344007492,0.0018415229860690773,-0.0015262179076671596,1.5725427726891383,44.297
0.014579875394701958,-0.013620230369269848,-0.06711551547050476,0.0018435829551888046,-0.0015215380117297173,1.572562998570737,44.547
0.01619928888976574,-0.0151774100959301,-0.06721249222755432,0.0018364733550695121,-0.0015173265710473063,1.5725828974416964,44.801
0.01778419315814972,-0.016708925366401672,-0.06727762520313263,0.001830227090976888,-0.0015088190557435164,1.5726201807290803,45.051
0.018745308741927147,-0.01761341281235218,-0.0673452615737915,0.0017990815686059535,-0.0014849085127934816,1.572637611013141,45.297
0.01949714496731758,-0.0183121170848608,-0.06740506738424301,0.0017775554442775782,-0.001452977070584893,1.572650506454755,45.549
0.02014647237956524,-0.01894199661910534,-0.06747838854789734,0.001747672911733144,-0.0014098980464041233,1.5726555366443957,45.797
0.02070663683116436,-0.019505741074681282,-0.06751630455255508,0.0017210276564580734,-0.0013718180125579242,1.57266190479533,46.045
0.020685845986008644,-0.019475720822811127,-0.06753513962030411,0.001677750959060841,-0.0013346573105081918,1.5726708870523167,46.297
0.020636972039937973,-0.019396699965000153,-0.06756605207920074,0.0016473635332656439,-0.0013080822536721823,1.572681472348284,46.544
0.020635174587368965,-0.01937003806233406,-0.06759993731975555,0.0016157652717081244,-0.0012825226876884699,1.5726760344721868,46.8
0.020712241530418396,-0.01941322535276413,-0.06761201471090317,0.001598874572664254,-0.0012600520858541133,1.5726744072188175,47.052
0.020300624892115593,-0.018991945311427116,-0.06765690445899963,0.00158015033230161,-0.0012380493571981788,1.5726701806441437,47.297
0.019895702600479126,-0.018588215112686157,-0.06770382076501846,0.00154936127364611,-0.0012046087067574258,1.5726646861901994,47.55
0.019658200442790985,-0.0183483324944973,-0.06774579733610153,0.001522090635262185,-0.0011878185905516143,1.5726615479823687,47.801
0.019633686169981956,-0.01830684021115303,-0.06775106489658356,0.0015053619863462982,-0.0011754753068089487,1.5726523851652185,48.052
0.019185563549399376,-0.017838893458247185,-0.06773404031991959,0.0014926748117429546,-0.0011572481598705053,1.572638168526117,48.313
0.018815966323018074,-0.017467757686972618,-0.06770080327987671,0.0014696398284283808,-0.0011556581594049928,1.5726212418547385,48.548
0.01867011934518814,-0.01733027584850788,-0.06769297271966934,0.0014585796743628915,-0.0011636331910267472,1.572612583232347,48.803
0.01872854493558407,-0.01737934909760952,-0.06766802072525024,0.001454493496566766,-0.0011597863631322976,1.572594733154636,49.055
0.018398243933916092,-0.017075715586543083,-0.06764368712902069,0.0014427436981347742,-0.0011613353854045274,1.5725869556798158,49.298
0.01817401684820652,-0.016895590350031853,-0.0676082968711853,0.0014465838903558786,-0.0011662100441753862,1.5725628969401608,49.553
-2.358853816986084e-05,-0.005762921646237373,0.002463557757437229,0.0014482469996434978,-0.0011801373912021513,1.572542965007249,49.799
0.0001390259712934494,-0.005980588495731354,0.0025727308820933104,0.0014388574054462248,-0.001175785437226295,1.5725164395433404,50.053
-9.453669190406799e-05,-0.0058594997972249985,0.002673260634765029,0.001445671659894043,-0.001179064973257482,1.5725090181829895,50.302
-0.00023913942277431488,-0.005852710455656052,0.0027551851235330105,0.001456803875043743,-0.0011846136767417192,1.5724986902812983,50.558
-0.00017669051885604858,-0.006092933937907219,0.002858806401491165,0.001449012546799832,-0.0011997485999017954,1.572478095712375,50.805
0.00011869147419929504,-0.006556464359164238,0.0029222506564110518,0.0014587411424142652,-0.001204002532176673,1.572464318308283,51.057
-2.326071262359619e-05,-0.006586575880646706,0.002937366720288992,0.0014629599172619513,-0.0012074022088199854,1.5724530730538557,51.3
-7.36042857170105e-05,-0.0067015402019023895,0.0029613405931741,0.001473575597628706,-0.001209015026688576,1.572439386686545,51.551
6.629899144172668e-05,-0.0069764405488967896,0.0030118885915726423,0.001481869723647588,-0.0012169821420684457,1.5724316841831918,51.809
0.0004115104675292969,-0.007406136021018028,0.0030908421613276005,0.0014983395813030537,-0.0012274254113435743,1.5724109528262655,52.055
0.00038085319101810455,-0.00738169252872467,0.003782849758863449,0.000743164448067301,-0.0006968182278797028,1.5724196751278383,52.304
-0.0005930773913860321,-0.006380952894687653,0.17912447452545166,-0.002920768223703153,0.004221634473651648,1.572189034722049,52.557
-0.004267443902790546,-0.002042055130004883,0.5746320486068726,-0.0018654195591809816,0.0020978613756597038,1.5722420320988184,52.8
-0.009919865056872368,0.004159815143793821,1.0550531148910522,8.407933637475324e-05,-0.000375888484995812,1.5722927690392845,53.055
-0.016919046640396118,0.01122528500854969,1.5875495672225952,0.0016445091459897695,-0.0016627082368358972,1.5723595767656826,53.303
-0.02404322661459446,0.018265366554260254,2.1495745182037354,0.0029994910582897593,-0.0025250168982893224,1.5724123065036273,53.554
-0.030221879482269287,0.02446238324046135,2.724966526031494,0.004767655394971124,-0.0041471458971500405,1.5631597042691447,53.805
-0.03565850108861923,0.028859732672572136,3.2699928283691406,0.004012333229183908,-0.0059213237836957195,1.3982596258309223,54.054
-0.04101557284593582,0.03222033753991127,3.7490358352661133,0.00471771694719768,-0.003890701103955558,1.157621429362569,54.3
-0.04479426145553589,0.0337342694401741,4.157876014709473,0.010946631431579373,0.0040966048836707306,0.897450582185064,54.557
-0.04161009192466736,0.034041620790958405,4.490262985229492,0.026501527056097804,0.0327744483947753,0.6303855339672906,54.809
