AR_A
1780,22,1787,58,1748,59,1741,23,67.618,Primary
1798,35,1800,74,1762,72,1760,33,67.895,Primary
1797,92,1795,131,1759,126,1760,87,68.165,Primary
1831,98,1826,139,1789,132,1795,91,68.44,Primary
1881,145,1871,187,1834,177,1844,135,68.734,Primary
1913,165,1900,207,1863,196,1876,153,69.019,Primary
1876,1051,1846,1076,1822,1043,1853,1018,72.285,Primary
1879,962,1897,1001,1859,1019,1842,981,101.847,Primary
1843,296,1878,291,1884,330,1849,335,159.826,Primary
1739,556,1768,562,1763,597,1734,593,160.156,Primary
1621,768,1645,781,1629,811,1606,799,160.545,Primary
1484,999,1499,1021,1472,1042,1456,1020,160.851,Primary
1248,91,1267,48,1307,67,1288,109,168.454,Primary
1247,145,1266,104,1307,122,1288,164,168.778,Primary
1246,197,1265,156,1306,175,1286,216,169.119,Primary
1244,262,1263,222,1304,240,1284,281,169.479,Primary
1276,348,1299,308,1338,330,1315,370,169.829,Primary
1302,447,1328,408,1368,433,1342,471,170.196,Primary
1299,572,1329,537,1367,566,1338,602,170.534,Primary
1677,910,1763,831,1850,922,1763,1002,170.748,Secondary
1248,689,1281,657,1316,693,1282,724,170.82,Primary
1182,751,1218,722,1249,761,1212,790,171.144,Primary
1087,786,1126,761,1151,802,1112,827,171.457,Primary
987,791,1028,771,1046,814,1005,835,171.787,Primary
893,761,936,745,949,788,906,804,172.073,Primary
604,929,719,918,725,1030,609,1042,172.348,Secondary
817,696,863,692,865,736,819,741,172.407,Primary
528,775,643,794,621,903,506,886,172.695,Secondary
787,634,832,642,824,685,778,678,172.752,Primary
567,635,668,689,614,785,513,733,173.094,Secondary
802,578,842,599,821,638,781,617,173.127,Primary
650,520,722,606,636,677,564,590,173.433,Secondary
835,532,864,566,830,594,801,560,173.516,Primary
758,558,808,657,708,707,658,607,173.775,Secondary
879,547,898,587,859,606,839,567,173.863,Primary
788,635,834,737,731,784,685,682,174.144,Secondary
891,578,909,619,868,637,850,596,174.237,Primary
866,655,912,757,809,804,764,701,174.546,Secondary
922,586,940,627,899,645,881,604,174.62,Primary
960,614,1009,714,909,764,860,663,174.85,Secondary
960,570,979,610,939,629,920,589,174.955,Primary
1080,598,1139,693,1044,752,985,656,175.255,Secondary
1008,563,1031,601,993,624,970,586,175.321,Primary
1189,522,1259,611,1171,680,1100,592,175.565,Secondary
1051,533,1079,568,1044,595,1016,560,175.636,Primary
1243,383,1333,452,1261,542,1172,472,175.924,Secondary
1073,477,1109,505,1081,540,1045,512,175.957,Primary
