AR_B
38,113,14,80,47,56,71,89,77.734,Primary
46,142,23,108,56,85,79,119,77.884,Primary
66,113,48,78,85,60,104,94,78.075,Primary
43,149,41,108,96,105,99,146,79.816,Primary
27,332,19,292,71,280,79,320,79.967,Primary
68,471,56,434,103,416,115,453,80.128,Primary
120,543,106,507,148,487,162,522,80.301,Primary
160,599,144,566,183,543,200,576,80.443,Primary
197,619,179,586,215,562,233,595,80.604,Primary
216,624,196,592,231,567,251,599,80.759,Primary
226,633,204,601,238,576,260,608,80.924,Primary
252,635,229,605,262,579,285,609,81.084,Primary
269,629,244,598,275,571,301,601,81.244,Primary
278,617,252,587,284,560,310,590,81.439,Primary
304,598,276,568,307,541,334,571,81.623,Primary
317,581,289,552,319,524,348,554,81.795,Primary
332,562,304,532,334,505,362,536,81.964,Primary
359,543,331,513,362,487,389,517,82.14,Primary
376,532,348,501,378,475,406,506,82.324,Primary
400,515,372,484,402,458,430,489,82.486,Primary
426,504,399,474,430,448,457,479,82.667,Primary
448,497,422,465,452,441,479,472,82.844,Primary
474,486,449,455,479,431,505,462,83.012,Primary
503,481,478,450,509,426,534,457,83.182,Primary
525,479,500,448,531,424,556,455,83.374,Primary
556,472,533,441,564,419,587,450,83.559,Primary
585,471,562,440,593,418,616,449,83.736,Primary
86,368,29,289,108,234,165,314,83.871,Secondary
609,470,587,439,618,417,641,449,83.887,Primary
156,365,101,286,180,232,236,312,84.036,Secondary
637,469,616,438,647,417,669,448,84.059,Primary
218,368,164,289,242,236,297,315,84.194,Secondary
662,470,641,439,672,418,693,450,84.23,Primary
278,371,225,292,304,240,357,320,84.365,Secondary
686,471,666,440,697,420,718,451,84.401,Primary
353,373,301,294,380,244,432,323,84.548,Secondary
716,472,696,441,728,422,747,453,84.574,Primary
422,379,372,301,450,251,501,330,84.743,Secondary
744,475,724,444,756,425,775,455,84.764,Primary
493,374,445,295,524,248,572,327,84.924,Secondary
773,473,754,441,785,423,804,454,84.953,Primary
590,350,545,270,624,225,670,306,85.117,Secondary
