rgvX,rgvY,Time
8.493631362915039,24.08104705810547,STANDBY,96.104
8.470418930053711,23.81047821044922,STANDBY,96.208
8.169998168945312,24.2550048828125,STANDBY,96.282
8.26013469696045,24.01334571838379,STANDBY,96.357
8.306073188781738,23.8032169342041,STANDBY,96.458
7.928369998931885,24.13188362121582,STANDBY,96.555
8.035508155822754,23.93807601928711,STANDBY,96.628
7.819705963134766,24.268722534179688,STANDBY,96.718
7.844421863555908,24.14090919494629,STANDBY,96.81
7.873579502105713,24.214399337768555,STANDBY,96.906
8.206367492675781,24.315448760986328,STANDBY,97.006
8.174059867858887,24.657955169677734,STANDBY,97.111
8.145039558410645,25.09543800354004,STANDBY,97.207
9.216909408569336,26.60024642944336,STANDBY,99.799
9.085320472717285,26.581226348876953,STANDBY,99.909
9.29507827758789,26.81767463684082,STANDBY,100.006
9.201179504394531,26.86061668395996,STANDBY,100.11
9.050039291381836,26.871612548828125,STANDBY,100.195
9.256978034973145,27.245540618896484,STANDBY,100.307
9.091032981872559,27.336776733398438,STANDBY,100.402
8.820464134216309,28.570043563842773,STANDBY,100.528
8.992021560668945,28.495210647583008,STANDBY,100.628
7.727151393890381,29.323095321655273,STANDBY,100.75
8.212014198303223,29.344528198242188,STANDBY,100.844
8.672359466552734,29.35576629638672,STANDBY,100.952
7.033369541168213,29.35480308532715,STANDBY,101.057
7.596643924713135,29.364543914794922,STANDBY,101.181
6.400405406951904,28.394655227661133,STANDBY,101.277
9.00446605682373,28.94949722290039,STANDBY,103.416
9.17603588104248,29.14348602294922,STANDBY,103.504
9.237846374511719,29.047462463378906,STANDBY,103.616
9.26891803741455,29.27027130126953,STANDBY,103.723
9.267354965209961,29.124984741210938,STANDBY,103.819
9.318206787109375,29.071971893310547,STANDBY,103.905
9.500633239746094,29.399372100830078,STANDBY,103.986
9.498172760009766,29.232133865356445,STANDBY,104.09
9.547300338745117,29.175416946411133,STANDBY,104.179
10.971169471740723,29.875568389892578,STANDBY,106.196
11.224950790405273,30.50391387939453,STANDBY,106.309
11.216477394104004,30.19164276123047,STANDBY,106.409
11.434463500976562,30.81770133972168,STANDBY,106.501
11.319625854492188,30.45290756225586,STANDBY,106.603
11.265267372131348,30.176347732543945,STANDBY,106.71
11.418023109436035,30.719709396362305,STANDBY,106.818
11.41761589050293,30.556415557861328,STANDBY,106.907
11.41283893585205,30.879369735717773,STANDBY,106.994
11.42690372467041,30.830217361450195,STANDBY,107.107
11.430849075317383,30.800439834594727,STANDBY,107.202
11.370523452758789,30.88141632080078,STANDBY,107.311
11.522615432739258,30.883243560791016,STANDBY,107.409
11.557084083557129,30.755929946899414,STANDBY,107.512
11.817859649658203,30.80414390563965,STANDBY,107.626
11.914113998413086,30.640052795410156,STANDBY,107.724
12.01571273803711,30.72658348083496,STANDBY,107.839
12.145259857177734,30.69889259338379,STANDBY,107.922
11.787707328796387,30.923446655273438,STANDBY,108.008
11.955095291137695,30.81031608581543,STANDBY,108.136
12.444242477416992,31.22089385986328,STANDBY,109.866
12.246807098388672,31.525856018066406,STANDBY,109.959
12.935996055603027,31.26010513305664,STANDBY,110.067
12.796905517578125,31.580514907836914,STANDBY,110.186
13.735523223876953,30.801666259765625,STANDBY,110.306
13.714173316955566,31.10605239868164,STANDBY,110.413
14.01417350769043,30.56207275390625,STANDBY,110.517
14.068047523498535,30.63142967224121,STANDBY,110.622
19.590147018432617,31.819194793701172,STANDBY,165.012
19.40060043334961,31.919275283813477,STANDBY,165.134
19.648759841918945,31.776519775390625,STANDBY,165.248
19.46991729736328,31.8160343170166,STANDBY,165.334
19.318330764770508,31.87871551513672,STANDBY,165.451
19.554527282714844,31.91735076904297,STANDBY,165.567
19.311124801635742,31.905776977539062,STANDBY,165.675
19.62457847595215,31.87693977355957,STANDBY,165.779
19.44883918762207,31.879606246948242,STANDBY,165.875
19.729684829711914,31.89841079711914,STANDBY,165.991
19.495819091796875,31.952573776245117,STANDBY,166.106
19.258073806762695,31.98585319519043,STANDBY,166.206
19.58249855041504,31.814510345458984,STANDBY,166.31
19.410236358642578,31.92315101623535,STANDBY,166.418
19.70018196105957,31.92997932434082,STANDBY,166.585
25.05232048034668,29.790529251098633,STANDBY,195.163
24.707242965698242,29.7923641204834,STANDBY,195.266
24.983280181884766,29.788434982299805,STANDBY,195.38
25.32927131652832,29.751283645629883,STANDBY,195.483
24.988666534423828,29.715269088745117,STANDBY,195.584
25.352994918823242,29.708707809448242,STANDBY,195.68
24.99136734008789,29.77478790283203,STANDBY,195.792
25.269004821777344,29.7757568359375,STANDBY,195.895
24.970291137695312,29.777729034423828,STANDBY,195.992
25.249176025390625,29.802082061767578,STANDBY,196.09
25.591869354248047,29.844499588012695,STANDBY,196.185
25.227249145507812,29.878021240234375,STANDBY,196.287
25.535377502441406,29.859066009521484,STANDBY,196.385
25.59452247619629,29.498157501220703,STANDBY,196.492
26.01922035217285,29.449426651000977,STANDBY,196.594
26.322834014892578,29.303892135620117,STANDBY,196.709
26.96698760986328,29.331214904785156,STANDBY,196.8
27.14385414123535,29.066923141479492,STANDBY,196.909
27.83396339416504,29.904800415039062,STANDBY,197.03
27.9705867767334,29.495939254760742,STANDBY,197.161
28.407442092895508,30.930505752563477,STANDBY,197.254
28.561817169189453,30.393455505371094,STANDBY,197.366
26.908058166503906,30.067522048950195,STANDBY,200.812
26.799118041992188,29.663890838623047,STANDBY,200.911
27.344650268554688,29.841068267822266,STANDBY,200.998
27.33187484741211,29.481542587280273,STANDBY,201.094
27.230512619018555,29.060401916503906,STANDBY,201.194
28.1279296875,29.693023681640625,STANDBY,201.295
28.149118423461914,29.308012008666992,STANDBY,201.381
28.21010971069336,28.892822265625,STANDBY,201.479
28.94532012939453,30.1724853515625,STANDBY,201.586
29.169435501098633,29.713274002075195,STANDBY,201.693
29.34621238708496,31.03106689453125,STANDBY,201.785
29.444725036621094,30.590328216552734,STANDBY,201.891
29.068111419677734,31.258344650268555,STANDBY,202.005
29.365825653076172,31.172765731811523,STANDBY,202.098
29.692317962646484,31.298254013061523,STANDBY,202.218
30.06989288330078,28.754173278808594,STANDBY,205.573
31.438644409179688,27.268922805786133,STANDBY,208.666
31.288049697875977,27.35637092590332,STANDBY,208.783
30.759815216064453,26.890588760375977,STANDBY,208.884
31.062345504760742,27.211875915527344,STANDBY,208.992
30.693614959716797,26.709150314331055,STANDBY,209.081
30.346725463867188,26.399023056030273,STANDBY,209.167
30.99527931213379,26.914562225341797,STANDBY,209.263
30.637510299682617,26.541479110717773,STANDBY,209.357
30.2872257232666,26.219430923461914,STANDBY,209.465
31.03350067138672,26.941499710083008,STANDBY,209.548
30.664501190185547,26.603580474853516,STANDBY,209.654
31.09372329711914,27.444860458374023,STANDBY,209.757
28.701641082763672,26.279870986938477,STANDBY,212.58
28.503807067871094,26.43470001220703,STANDBY,212.67
28.61115074157715,26.402000427246094,STANDBY,212.781
28.4733943939209,26.52056121826172,STANDBY,212.887
28.258920669555664,26.71539306640625,STANDBY,212.964
28.618383407592773,26.585594177246094,STANDBY,213.061
28.417997360229492,26.872886657714844,STANDBY,213.175
28.64695930480957,26.689231872558594,STANDBY,213.267
28.45926856994629,26.940959930419922,STANDBY,213.377
28.213083267211914,26.501567840576172,STANDBY,213.495
27.978994369506836,26.427715301513672,STANDBY,213.605
27.69398307800293,26.359521865844727,STANDBY,213.707
27.65951156616211,25.723896026611328,STANDBY,213.804
27.47272300720215,25.786361694335938,STANDBY,213.906
27.585264205932617,26.131746292114258,STANDBY,214.01
27.693206787109375,26.313688278198242,STANDBY,214.12
27.789749145507812,26.391983032226562,STANDBY,214.22
27.474937438964844,26.814258575439453,STANDBY,214.328
27.57361602783203,26.759275436401367,STANDBY,214.432
27.541614532470703,27.182273864746094,STANDBY,214.545
27.576290130615234,27.20196533203125,STANDBY,214.645
27.90830421447754,27.58811378479004,STANDBY,214.747
27.96375274658203,27.56363296508789,STANDBY,214.851
28.007917404174805,27.570980072021484,STANDBY,214.952
28.17823028564453,26.924564361572266,STANDBY,215.057
27.976539611816406,27.195762634277344,STANDBY,215.156
28.010440826416016,26.422746658325195,STANDBY,215.263
27.704063415527344,26.77996063232422,STANDBY,215.363
27.5143985748291,27.070749282836914,STANDBY,215.469
27.657209396362305,26.822275161743164,STANDBY,215.575
27.579442977905273,27.21661949157715,STANDBY,215.71
27.689556121826172,26.979747772216797,STANDBY,215.816
27.609006881713867,27.42649269104004,STANDBY,215.916
27.16439437866211,27.493053436279297,STANDBY,216.025
27.168764114379883,27.956890106201172,STANDBY,216.125
27.25990104675293,28.37066078186035,STANDBY,216.229
26.787351608276367,28.196571350097656,STANDBY,216.335
26.81060028076172,28.594160079956055,STANDBY,216.44
26.44174575805664,28.878868103027344,STANDBY,216.616
26.747119903564453,29.19154167175293,STANDBY,216.724
26.206275939941406,28.56329917907715,STANDBY,216.827
26.473770141601562,28.91692543029785,STANDBY,216.944
26.139663696289062,28.289749145507812,STANDBY,217.053
26.504589080810547,28.549758911132812,STANDBY,217.167
26.127044677734375,28.22064781188965,STANDBY,217.257
26.311508178710938,28.460302352905273,STANDBY,217.368
26.627634048461914,28.741802215576172,STANDBY,217.472
26.408809661865234,28.274280548095703,STANDBY,217.574
26.72637939453125,28.593265533447266,STANDBY,217.676
26.35105323791504,28.272876739501953,STANDBY,217.794
26.639772415161133,28.486251831054688,STANDBY,217.901
26.470943450927734,28.41633415222168,STANDBY,218.01
26.82746124267578,28.632667541503906,STANDBY,218.105
27.240110397338867,28.83772850036621,STANDBY,218.207
26.85015106201172,28.979848861694336,STANDBY,218.313
27.144319534301758,29.05436134338379,STANDBY,218.419
26.64655876159668,29.150239944458008,STANDBY,218.525
26.943696975708008,29.29819679260254,STANDBY,218.633
26.171716690063477,29.335166931152344,STANDBY,218.748
26.513004302978516,29.42714500427246,STANDBY,218.836
26.837926864624023,29.42668342590332,STANDBY,218.936
26.324893951416016,29.387619018554688,STANDBY,219.045
26.492473602294922,29.41510581970215,STANDBY,219.161
26.111501693725586,29.353130340576172,STANDBY,219.262
26.22348976135254,29.32044792175293,STANDBY,219.362
26.335865020751953,29.281599044799805,STANDBY,219.468
26.144014358520508,29.302146911621094,STANDBY,219.572
26.168991088867188,29.42388343811035,STANDBY,219.68
26.05412483215332,29.489986419677734,STANDBY,219.786
26.070016860961914,29.544376373291016,STANDBY,219.892
25.8896541595459,29.517181396484375,STANDBY,219.996
26.008197784423828,29.61481475830078,STANDBY,220.095
26.08328628540039,29.70644187927246,STANDBY,220.206
26.035062789916992,29.917400360107422,STANDBY,220.312
26.07350730895996,29.944108963012695,STANDBY,220.417
26.057992935180664,30.056278228759766,STANDBY,220.526
26.110517501831055,30.053321838378906,STANDBY,220.633
26.08968734741211,30.238677978515625,STANDBY,220.734
26.07436180114746,30.266101837158203,STANDBY,220.839
26.09076690673828,30.23781394958496,STANDBY,220.939
26.136470794677734,30.36798858642578,STANDBY,221.041
26.041038513183594,30.39004135131836,STANDBY,221.146
25.955089569091797,30.670284271240234,STANDBY,221.251
25.84186363220215,30.728702545166016,STANDBY,221.355
25.783506393432617,30.74236297607422,STANDBY,221.453
25.682449340820312,30.870254516601562,STANDBY,221.552
25.641592025756836,30.918445587158203,STANDBY,221.661
25.52873420715332,31.1175594329834,STANDBY,221.764
25.477270126342773,31.15650177001953,STANDBY,221.867
25.461063385009766,31.149511337280273,STANDBY,221.976
25.362642288208008,31.222776412963867,STANDBY,222.076
25.32347869873047,31.27365493774414,STANDBY,222.182
25.253158569335938,31.34945297241211,STANDBY,222.312
25.229063034057617,31.33077621459961,STANDBY,222.414
25.19437026977539,31.364957809448242,STANDBY,222.527
25.173391342163086,31.348661422729492,STANDBY,222.633
25.135175704956055,31.284564971923828,STANDBY,222.74
25.145801544189453,31.1964054107666,STANDBY,222.845
25.15011978149414,31.144716262817383,STANDBY,222.948
25.019807815551758,31.29654884338379,STANDBY,223.055
25.023651123046875,31.355234146118164,STANDBY,223.159
24.905237197875977,31.59000587463379,STANDBY,223.264
24.88987159729004,31.589252471923828,STANDBY,223.367
24.854793548583984,31.59422492980957,STANDBY,223.468
24.79815101623535,31.762792587280273,STANDBY,223.573
24.733333587646484,31.816246032714844,STANDBY,223.675
24.699451446533203,32.01472473144531,STANDBY,223.778
24.656633377075195,32.026268005371094,STANDBY,223.88
24.58109474182129,31.962575912475586,STANDBY,223.98
24.60093879699707,32.16630554199219,STANDBY,224.091
24.496013641357422,32.14120101928711,STANDBY,224.196
24.412776947021484,32.19972229003906,STANDBY,224.297
24.389728546142578,32.03055191040039,STANDBY,224.402
24.397846221923828,32.1395263671875,STANDBY,224.51
24.279212951660156,32.04788589477539,STANDBY,224.616
24.19318389892578,32.001014709472656,STANDBY,224.724
24.132305145263672,32.06942367553711,STANDBY,224.829
24.076396942138672,31.942934036254883,STANDBY,224.935
23.97976303100586,32.105918884277344,STANDBY,225.043
23.87906837463379,32.05527114868164,STANDBY,225.144
23.766218185424805,32.103023529052734,STANDBY,225.249
23.752717971801758,32.02168273925781,STANDBY,225.362
23.702939987182617,31.89849853515625,STANDBY,225.467
23.68752098083496,32.04109191894531,STANDBY,225.574
23.71519660949707,31.97490882873535,STANDBY,225.68
23.62291145324707,32.06240463256836,STANDBY,225.783
23.665470123291016,31.969993591308594,STANDBY,225.89
23.683507919311523,32.086612701416016,STANDBY,225.997
23.679452896118164,32.00120544433594,STANDBY,226.106
23.67145538330078,31.95394515991211,STANDBY,226.205
23.56641387939453,31.98488426208496,STANDBY,226.312
23.64284324645996,31.847431182861328,STANDBY,226.417
23.6904296875,31.928396224975586,STANDBY,226.522
23.67169952392578,31.850948333740234,STANDBY,226.629
23.659475326538086,31.77633285522461,STANDBY,226.738
23.5489501953125,31.795583724975586,STANDBY,226.844
23.637313842773438,31.670801162719727,STANDBY,226.95
23.627229690551758,31.726587295532227,STANDBY,227.07
23.61440658569336,31.65944480895996,STANDBY,227.174
23.42613983154297,31.708105087280273,STANDBY,227.283
23.537700653076172,31.603757858276367,STANDBY,227.386
23.492794036865234,31.655733108520508,STANDBY,227.489
23.50955581665039,31.569564819335938,STANDBY,227.609
23.54863166809082,31.509977340698242,STANDBY,227.692
23.351762771606445,31.573801040649414,STANDBY,227.793
23.48540496826172,31.4556884765625,STANDBY,227.893
23.4261417388916,31.51526641845703,STANDBY,227.995
23.412551879882812,31.454885482788086,STANDBY,228.099
23.455995559692383,31.41044044494629,STANDBY,228.205
23.320152282714844,31.558435440063477,STANDBY,228.327
23.414356231689453,31.46560287475586,STANDBY,228.428
23.353050231933594,31.52694320678711,STANDBY,228.55
23.34954071044922,31.500280380249023,STANDBY,228.645
23.247859954833984,31.70189666748047,STANDBY,228.753
23.356164932250977,31.683029174804688,STANDBY,228.864
23.382593154907227,31.635446548461914,STANDBY,228.97
23.37302017211914,31.670259475708008,STANDBY,229.078
23.350561141967773,31.66806411743164,STANDBY,229.173
23.318124771118164,31.84410858154297,STANDBY,229.278
23.417957305908203,31.824310302734375,STANDBY,229.383
23.35996437072754,31.74933433532715,STANDBY,229.512
23.309614181518555,31.702312469482422,STANDBY,229.628
23.34204864501953,31.700002670288086,STANDBY,229.738
23.38985824584961,31.870059967041016,STANDBY,229.85
23.418415069580078,31.845325469970703,STANDBY,229.957
23.281545639038086,31.75760841369629,STANDBY,230.067
23.28090476989746,31.737096786499023,STANDBY,230.158
23.347789764404297,31.871665954589844,STANDBY,230.269
23.41786003112793,31.894756317138672,STANDBY,230.37
23.42255401611328,31.90834617614746,STANDBY,230.465
23.33548927307129,31.83489990234375,STANDBY,230.544
23.350603103637695,31.839975357055664,STANDBY,230.638
23.43678092956543,31.95255470275879,STANDBY,230.746
23.505956649780273,31.976463317871094,STANDBY,230.855
23.525096893310547,31.973873138427734,STANDBY,230.958
23.39173126220703,31.894283294677734,STANDBY,231.073
23.401905059814453,31.891761779785156,STANDBY,231.163
23.484556198120117,31.951005935668945,STANDBY,231.269
23.539262771606445,31.9894962310791,STANDBY,231.37
23.54248046875,31.99492073059082,STANDBY,231.472
